id_devolucion,id_producto,id_tienda,fecha,unidades_devueltas,motivo
DEVP1517,SKU00557,T05,2023-12-13,2,Producto dañado en logistica
DEVP1518,SKU00557,T27,2025-11-20,4,Producto dañado en logistica
DEVP1519,SKU00560,T08,2023-03-22,3,Producto dañado en logistica
DEVP1520,SKU00560,T23,2023-06-06,7,Error de picking
DEVP1521,SKU00560,T09,2024-06-12,3,Producto dañado en logistica
DEVP1522,SKU00560,T20,2023-04-28,5,Producto sin rotacion / no vendido
DEVP1523,SKU00560,T14,2025-05-09,3,Producto sin rotacion / no vendido
DEVP1524,SKU00560,T19,2023-02-26,1,Defecto de fabricacion
DEVP1525,SKU00560,T05,2025-05-27,6,Producto sin rotacion / no vendido
DEVP1526,SKU00560,T28,2023-02-23,4,Producto sin rotacion / no vendido
DEVP1527,SKU00560,T25,2023-08-19,2,Producto dañado en logistica
DEVP1528,SKU00560,T25,2024-12-11,9,Defecto de fabricacion
DEVP1529,SKU00560,T27,2024-12-27,6,Producto dañado en logistica
DEVP1530,SKU00561,T18,2025-03-11,2,Producto dañado en logistica
DEVP1531,SKU00561,T13,2024-07-06,3,Producto dañado en logistica
DEVP1532,SKU00561,T13,2024-10-09,1,Error de picking
DEVP1533,SKU00561,T06,2025-10-18,3,Devolucion de cliente (cambio)
DEVP1534,SKU00561,T28,2023-10-10,3,Producto dañado en logistica
DEVP1535,SKU00562,T03,2024-11-07,2,Devolucion de cliente (cambio)
DEVP1536,SKU00562,T23,2023-10-10,3,Error de picking
DEVP1537,SKU00562,T23,2025-08-15,1,Defecto de fabricacion
DEVP1538,SKU00562,T17,2023-11-11,6,Error de picking
DEVP1539,SKU00562,T17,2025-02-18,4,Defecto de fabricacion
DEVP1540,SKU00563,T10,2025-03-05,13,Defecto de fabricacion
DEVP1541,SKU00563,T18,2024-01-22,11,Producto dañado en logistica
DEVP1542,SKU00563,T14,2024-10-09,7,Error de picking
DEVP1543,SKU00564,T25,2023-10-22,2,Producto dañado en logistica
DEVP1544,SKU00564,T25,2023-12-18,2,Devolucion de cliente (cambio)
DEVP1545,SKU00564,T11,2024-03-18,2,Error de picking
DEVP1546,SKU00564,T11,2025-06-06,1,Error de picking
DEVP1547,SKU00564,T19,2024-07-04,2,Devolucion de cliente (cambio)
DEVP1548,SKU00564,T26,2025-07-08,6,Devolucion de cliente (cambio)
DEVP1549,SKU00564,T18,2025-02-14,3,Producto sin rotacion / no vendido
DEVP1550,SKU00565,T15,2023-09-19,5,Producto sin rotacion / no vendido
DEVP1551,SKU00566,T03,2023-07-04,5,Devolucion de cliente (cambio)
DEVP1552,SKU00566,T03,2023-12-24,4,Producto sin rotacion / no vendido
DEVP1553,SKU00566,T08,2025-07-21,6,Producto dañado en logistica
DEVP1554,SKU00566,T20,2024-05-08,4,Error de picking
DEVP1555,SKU00566,T23,2023-05-18,3,Producto sin rotacion / no vendido
DEVP1556,SKU00567,T05,2024-04-27,4,Error de picking
DEVP1557,SKU00567,T04,2024-07-20,1,Producto sin rotacion / no vendido
DEVP1558,SKU00568,T05,2025-10-06,3,Defecto de fabricacion
DEVP1559,SKU00568,T07,2025-11-04,3,Devolucion de cliente (cambio)
DEVP1560,SKU00569,T24,2025-09-28,1,Producto sin rotacion / no vendido
DEVP1561,SKU00569,T24,2025-11-14,4,Producto dañado en logistica
DEVP1562,SKU00569,T17,2024-10-10,3,Producto dañado en logistica
DEVP1563,SKU00569,T04,2024-06-10,2,Devolucion de cliente (cambio)
DEVP1564,SKU00569,T21,2024-01-22,2,Producto sin rotacion / no vendido
DEVP1565,SKU00570,T16,2025-05-22,1,Error de picking
DEVP1566,SKU00571,T16,2025-12-11,2,Producto sin rotacion / no vendido
DEVP1567,SKU00571,T18,2024-03-17,1,Devolucion de cliente (cambio)
DEVP1568,SKU00571,T27,2025-10-16,2,Error de picking
DEVP1569,SKU00572,T21,2022-12-20,1,Producto dañado en logistica
DEVP1570,SKU00572,T03,2023-01-02,1,Producto dañado en logistica
DEVP1571,SKU00572,T12,2024-03-16,1,Producto dañado en logistica
DEVP1572,SKU00572,T13,2023-02-08,1,Producto sin rotacion / no vendido
DEVP1573,SKU00572,T13,2023-06-13,2,Error de picking
DEVP1574,SKU00572,T05,2023-08-02,1,Devolucion de cliente (cambio)
DEVP1575,SKU00572,T05,2025-02-06,1,Defecto de fabricacion
DEVP1576,SKU00572,T08,2024-02-25,1,Producto sin rotacion / no vendido
DEVP1577,SKU00572,T16,2023-06-28,1,Defecto de fabricacion
DEVP1578,SKU00572,T20,2022-10-23,2,Defecto de fabricacion
DEVP1579,SKU00573,T03,2025-07-07,4,Defecto de fabricacion
DEVP1580,SKU00573,T16,2025-05-06,3,Defecto de fabricacion
DEVP1581,SKU00574,T12,2025-11-12,1,Producto dañado en logistica
DEVP1582,SKU00576,T08,2024-10-17,6,Defecto de fabricacion
DEVP1583,SKU00576,T25,2024-12-17,4,Devolucion de cliente (cambio)
DEVP1584,SKU00577,T26,2024-12-23,1,Producto dañado en logistica
DEVP1585,SKU00577,T14,2024-12-16,4,Defecto de fabricacion
DEVP1586,SKU00581,T01,2024-07-20,3,Producto dañado en logistica
DEVP1587,SKU00581,T23,2025-12-06,2,Error de picking
DEVP1588,SKU00581,T09,2024-05-19,5,Error de picking
DEVP1589,SKU00581,T04,2024-02-06,4,Error de picking
DEVP1590,SKU00582,T17,2025-03-20,3,Error de picking
DEVP1591,SKU00582,T21,2025-10-19,2,Error de picking
DEVP1592,SKU00582,T08,2025-12-18,3,Devolucion de cliente (cambio)
DEVP1593,SKU00583,T11,2025-02-24,3,Producto dañado en logistica
DEVP1594,SKU00583,T16,2022-06-21,3,Producto sin rotacion / no vendido
DEVP1595,SKU00583,T16,2025-07-09,2,Producto sin rotacion / no vendido
DEVP1596,SKU00583,T03,2022-07-11,2,Devolucion de cliente (cambio)
DEVP1597,SKU00583,T03,2025-04-04,4,Producto sin rotacion / no vendido
DEVP1598,SKU00583,T09,2025-06-27,4,Producto dañado en logistica
DEVP1599,SKU00583,T02,2023-03-08,3,Devolucion de cliente (cambio)
DEVP1600,SKU00583,T02,2024-07-14,6,Producto sin rotacion / no vendido
DEVP1601,SKU00583,T02,2024-09-18,3,Error de picking
DEVP1602,SKU00583,T10,2025-11-06,4,Producto dañado en logistica
DEVP1603,SKU00583,T08,2022-12-23,3,Error de picking
DEVP1604,SKU00583,T28,2024-08-28,3,Devolucion de cliente (cambio)
DEVP1605,SKU00584,T14,2023-03-13,2,Producto sin rotacion / no vendido
DEVP1606,SKU00584,T14,2024-08-19,2,Defecto de fabricacion
DEVP1607,SKU00584,T05,2022-11-09,1,Devolucion de cliente (cambio)
DEVP1608,SKU00584,T05,2023-09-05,2,Defecto de fabricacion
DEVP1609,SKU00584,T19,2022-10-05,2,Devolucion de cliente (cambio)
DEVP1610,SKU00584,T19,2023-11-03,2,Defecto de fabricacion
DEVP1611,SKU00586,T26,2025-01-11,1,Producto dañado en logistica
DEVP1612,SKU00587,T08,2022-08-26,2,Producto sin rotacion / no vendido
DEVP1613,SKU00587,T21,2022-08-19,3,Error de picking
DEVP1614,SKU00587,T07,2023-06-02,4,Devolucion de cliente (cambio)
DEVP1615,SKU00587,T05,2024-03-02,4,Producto sin rotacion / no vendido
DEVP1616,SKU00587,T19,2023-11-15,5,Error de picking
DEVP1617,SKU00587,T04,2024-08-28,7,Producto sin rotacion / no vendido
DEVP1618,SKU00587,T23,2024-10-23,7,Defecto de fabricacion
DEVP1619,SKU00588,T03,2025-03-16,6,Producto sin rotacion / no vendido
DEVP1620,SKU00588,T10,2024-12-13,2,Defecto de fabricacion
DEVP1621,SKU00588,T10,2025-02-15,2,Error de picking
DEVP1622,SKU00588,T22,2024-12-14,5,Producto sin rotacion / no vendido
DEVP1623,SKU00588,T17,2024-11-16,4,Error de picking
DEVP1624,SKU00588,T13,2025-02-04,6,Error de picking
DEVP1625,SKU00589,T10,2023-09-11,5,Defecto de fabricacion
DEVP1626,SKU00589,T10,2024-10-05,6,Devolucion de cliente (cambio)
DEVP1627,SKU00589,T21,2024-09-11,2,Error de picking
DEVP1628,SKU00589,T21,2024-12-02,4,Producto dañado en logistica
DEVP1629,SKU00589,T19,2024-08-24,6,Error de picking
DEVP1630,SKU00591,T11,2024-10-16,2,Producto dañado en logistica
DEVP1631,SKU00591,T19,2025-01-24,1,Producto dañado en logistica
DEVP1632,SKU00591,T08,2023-11-09,1,Producto sin rotacion / no vendido
DEVP1633,SKU00591,T08,2025-02-22,1,Error de picking
DEVP1634,SKU00591,T18,2025-07-28,2,Error de picking
DEVP1635,SKU00591,T14,2025-06-27,2,Producto dañado en logistica
DEVP1636,SKU00591,T17,2024-08-09,1,Devolucion de cliente (cambio)
DEVP1637,SKU00592,T11,2025-04-11,4,Producto sin rotacion / no vendido
DEVP1638,SKU00593,T24,2024-06-20,1,Error de picking
DEVP1639,SKU00593,T04,2025-03-25,3,Producto dañado en logistica
DEVP1640,SKU00593,T26,2025-03-14,2,Producto dañado en logistica
DEVP1641,SKU00594,T16,2025-10-03,1,Defecto de fabricacion
DEVP1642,SKU00594,T03,2024-07-16,7,Defecto de fabricacion
DEVP1643,SKU00595,T17,2025-08-13,2,Error de picking
DEVP1644,SKU00595,T12,2025-10-06,1,Producto sin rotacion / no vendido
DEVP1645,SKU00595,T12,2025-11-22,5,Error de picking
DEVP1646,SKU00595,T13,2025-12-17,2,Producto sin rotacion / no vendido
DEVP1647,SKU00595,T18,2025-09-02,4,Producto dañado en logistica
DEVP1648,SKU00595,T02,2025-08-13,4,Producto dañado en logistica
DEVP1649,SKU00596,T14,2024-11-24,1,Producto sin rotacion / no vendido
DEVP1650,SKU00597,T19,2024-09-21,3,Error de picking
DEVP1651,SKU00597,T20,2025-11-03,3,Producto sin rotacion / no vendido
DEVP1652,SKU00597,T01,2024-12-13,1,Defecto de fabricacion
DEVP1653,SKU00599,T25,2025-11-25,3,Producto dañado en logistica
DEVP1654,SKU00599,T28,2025-05-14,2,Producto sin rotacion / no vendido
DEVP1655,SKU00599,T28,2025-07-23,2,Producto dañado en logistica
DEVP1656,SKU00599,T27,2024-12-13,1,Error de picking
DEVP1657,SKU00600,T19,2025-03-03,4,Error de picking
DEVP1658,SKU00600,T02,2024-08-26,4,Devolucion de cliente (cambio)
DEVP1659,SKU00601,T12,2025-11-21,4,Producto sin rotacion / no vendido
DEVP1660,SKU00601,T28,2025-10-14,7,Error de picking
DEVP1661,SKU00603,T01,2025-04-22,2,Defecto de fabricacion
DEVP1662,SKU00604,T25,2025-10-07,2,Error de picking
DEVP1663,SKU00604,T18,2025-11-23,2,Defecto de fabricacion
DEVP1664,SKU00605,T15,2025-08-27,14,Error de picking
DEVP1665,SKU00605,T07,2025-07-17,14,Error de picking
DEVP1666,SKU00606,T28,2025-10-17,2,Producto sin rotacion / no vendido
DEVP1667,SKU00607,T26,2024-11-05,7,Error de picking
DEVP1668,SKU00607,T26,2025-08-06,6,Devolucion de cliente (cambio)
DEVP1669,SKU00607,T22,2025-10-23,7,Devolucion de cliente (cambio)
DEVP1670,SKU00607,T09,2024-09-23,8,Producto sin rotacion / no vendido
DEVP1671,SKU00607,T16,2024-10-28,4,Producto dañado en logistica
DEVP1672,SKU00608,T27,2023-11-07,2,Producto sin rotacion / no vendido
DEVP1673,SKU00608,T21,2025-05-19,1,Defecto de fabricacion
DEVP1674,SKU00608,T04,2025-09-18,1,Defecto de fabricacion
DEVP1675,SKU00608,T14,2025-10-09,5,Devolucion de cliente (cambio)
DEVP1676,SKU00608,T07,2023-11-19,1,Producto dañado en logistica
DEVP1677,SKU00608,T28,2025-06-11,1,Error de picking
DEVP1678,SKU00608,T08,2025-06-23,1,Producto dañado en logistica
DEVP1679,SKU00609,T02,2025-11-19,2,Producto sin rotacion / no vendido
DEVP1680,SKU00609,T26,2025-09-19,1,Producto dañado en logistica
DEVP1681,SKU00609,T09,2024-09-09,2,Error de picking
DEVP1682,SKU00610,T14,2025-01-28,1,Devolucion de cliente (cambio)
DEVP1683,SKU00610,T14,2025-10-20,2,Producto dañado en logistica
DEVP1684,SKU00611,T17,2024-09-13,3,Error de picking
DEVP1685,SKU00611,T13,2023-11-22,4,Devolucion de cliente (cambio)
DEVP1686,SKU00611,T20,2023-09-25,3,Devolucion de cliente (cambio)
DEVP1687,SKU00611,T15,2024-09-20,1,Defecto de fabricacion
DEVP1688,SKU00612,T07,2025-12-17,5,Error de picking
DEVP1689,SKU00612,T03,2024-02-15,4,Producto dañado en logistica
DEVP1690,SKU00613,T14,2025-11-11,2,Producto dañado en logistica
DEVP1691,SKU00614,T20,2025-10-06,4,Producto sin rotacion / no vendido
DEVP1692,SKU00616,T14,2023-04-13,3,Producto dañado en logistica
DEVP1693,SKU00616,T14,2025-02-11,1,Producto dañado en logistica
DEVP1694,SKU00616,T02,2024-10-06,4,Producto dañado en logistica
DEVP1695,SKU00616,T02,2025-02-24,6,Producto dañado en logistica
DEVP1696,SKU00616,T03,2024-01-21,3,Producto sin rotacion / no vendido
DEVP1697,SKU00616,T03,2025-04-17,1,Producto dañado en logistica
DEVP1698,SKU00616,T03,2025-10-04,4,Devolucion de cliente (cambio)
DEVP1699,SKU00616,T01,2025-12-04,2,Defecto de fabricacion
DEVP1700,SKU00617,T25,2024-02-06,3,Defecto de fabricacion
DEVP1701,SKU00617,T28,2023-09-05,2,Producto sin rotacion / no vendido
DEVP1702,SKU00617,T22,2025-10-21,1,Devolucion de cliente (cambio)
DEVP1703,SKU00618,T14,2024-06-23,9,Error de picking
DEVP1704,SKU00619,T22,2024-06-11,4,Producto dañado en logistica
DEVP1705,SKU00619,T10,2024-07-06,8,Defecto de fabricacion
DEVP1706,SKU00619,T14,2025-12-27,5,Defecto de fabricacion
DEVP1707,SKU00619,T18,2025-02-06,3,Error de picking
DEVP1708,SKU00621,T02,2024-07-16,3,Producto dañado en logistica
DEVP1709,SKU00621,T07,2025-07-08,2,Error de picking
DEVP1710,SKU00622,T24,2024-05-03,3,Error de picking
DEVP1711,SKU00622,T24,2025-03-15,3,Defecto de fabricacion
DEVP1712,SKU00623,T21,2025-10-24,2,Producto dañado en logistica
DEVP1713,SKU00623,T20,2023-01-06,3,Error de picking
DEVP1714,SKU00623,T04,2024-04-03,1,Devolucion de cliente (cambio)
DEVP1715,SKU00624,T22,2025-06-08,3,Producto sin rotacion / no vendido
DEVP1716,SKU00624,T22,2025-09-25,1,Producto dañado en logistica
DEVP1717,SKU00625,T01,2025-09-24,4,Defecto de fabricacion
DEVP1718,SKU00625,T16,2025-05-19,5,Error de picking
DEVP1719,SKU00625,T04,2025-03-24,1,Defecto de fabricacion
DEVP1720,SKU00626,T27,2023-05-04,1,Producto dañado en logistica
DEVP1721,SKU00627,T21,2022-12-07,3,Producto dañado en logistica
DEVP1722,SKU00627,T19,2024-10-11,2,Devolucion de cliente (cambio)
DEVP1723,SKU00627,T05,2023-03-20,4,Producto dañado en logistica
DEVP1724,SKU00627,T24,2024-06-17,2,Devolucion de cliente (cambio)
DEVP1725,SKU00627,T17,2022-11-03,2,Error de picking
DEVP1726,SKU00627,T06,2025-11-25,7,Producto dañado en logistica
DEVP1727,SKU00628,T24,2025-09-19,8,Producto dañado en logistica
DEVP1728,SKU00628,T26,2024-07-03,7,Defecto de fabricacion
DEVP1729,SKU00628,T11,2024-01-13,6,Devolucion de cliente (cambio)
DEVP1730,SKU00629,T06,2025-05-23,3,Error de picking
DEVP1731,SKU00629,T25,2025-07-16,4,Producto dañado en logistica
DEVP1732,SKU00629,T09,2025-10-17,1,Error de picking
DEVP1733,SKU00630,T23,2025-10-19,2,Producto dañado en logistica
DEVP1734,SKU00630,T23,2025-12-09,2,Producto dañado en logistica
DEVP1735,SKU00631,T20,2023-01-09,1,Error de picking
DEVP1736,SKU00631,T23,2023-12-04,1,Producto dañado en logistica
DEVP1737,SKU00631,T23,2024-06-19,1,Producto sin rotacion / no vendido
DEVP1738,SKU00631,T18,2024-04-16,1,Producto dañado en logistica
DEVP1739,SKU00631,T19,2022-07-27,1,Devolucion de cliente (cambio)
DEVP1740,SKU00631,T19,2022-09-17,1,Producto dañado en logistica
DEVP1741,SKU00632,T27,2023-04-13,1,Producto dañado en logistica
DEVP1742,SKU00632,T21,2024-08-15,2,Producto sin rotacion / no vendido
DEVP1743,SKU00632,T17,2022-11-20,3,Producto dañado en logistica
DEVP1744,SKU00632,T17,2023-04-14,1,Error de picking
DEVP1745,SKU00632,T03,2024-07-13,2,Error de picking
DEVP1746,SKU00632,T03,2024-09-02,2,Devolucion de cliente (cambio)
DEVP1747,SKU00633,T19,2025-03-15,11,Producto sin rotacion / no vendido
DEVP1748,SKU00633,T18,2023-03-25,7,Producto sin rotacion / no vendido
DEVP1749,SKU00633,T15,2023-07-17,8,Producto dañado en logistica
DEVP1750,SKU00633,T12,2023-08-26,8,Error de picking
DEVP1751,SKU00633,T05,2025-08-06,6,Error de picking
DEVP1752,SKU00634,T16,2024-07-04,4,Devolucion de cliente (cambio)
DEVP1753,SKU00634,T16,2025-10-19,3,Defecto de fabricacion
DEVP1754,SKU00634,T21,2025-11-18,4,Error de picking
DEVP1755,SKU00635,T03,2023-06-02,2,Error de picking
DEVP1756,SKU00635,T03,2023-12-13,1,Error de picking
DEVP1757,SKU00635,T03,2024-04-15,1,Producto sin rotacion / no vendido
DEVP1758,SKU00635,T15,2024-07-25,1,Defecto de fabricacion
DEVP1759,SKU00635,T24,2023-05-04,1,Defecto de fabricacion
DEVP1760,SKU00635,T24,2024-11-12,2,Devolucion de cliente (cambio)
DEVP1761,SKU00635,T10,2024-09-10,1,Producto dañado en logistica
DEVP1762,SKU00637,T28,2023-10-20,2,Error de picking
DEVP1763,SKU00637,T03,2023-12-24,3,Devolucion de cliente (cambio)
DEVP1764,SKU00637,T08,2022-11-22,2,Producto sin rotacion / no vendido
DEVP1765,SKU00637,T19,2023-08-14,1,Error de picking
DEVP1766,SKU00637,T17,2025-02-27,1,Producto sin rotacion / no vendido
DEVP1767,SKU00637,T16,2024-01-06,1,Error de picking
DEVP1768,SKU00638,T17,2024-10-17,1,Defecto de fabricacion
DEVP1769,SKU00638,T21,2025-10-07,1,Producto dañado en logistica
DEVP1770,SKU00639,T28,2024-10-18,3,Error de picking
DEVP1771,SKU00639,T06,2023-07-26,5,Devolucion de cliente (cambio)
DEVP1772,SKU00639,T03,2022-12-07,4,Producto sin rotacion / no vendido
DEVP1773,SKU00640,T08,2024-10-08,10,Producto sin rotacion / no vendido
DEVP1774,SKU00640,T08,2024-11-04,11,Devolucion de cliente (cambio)
DEVP1775,SKU00641,T10,2024-12-02,1,Producto sin rotacion / no vendido
DEVP1776,SKU00641,T14,2024-05-11,4,Producto dañado en logistica
DEVP1777,SKU00641,T23,2025-11-11,2,Producto sin rotacion / no vendido
DEVP1778,SKU00641,T09,2023-06-22,3,Defecto de fabricacion
DEVP1779,SKU00642,T20,2024-04-11,8,Producto sin rotacion / no vendido
DEVP1780,SKU00642,T15,2024-12-07,9,Devolucion de cliente (cambio)
DEVP1781,SKU00642,T25,2024-03-02,3,Devolucion de cliente (cambio)
DEVP1782,SKU00642,T25,2024-10-19,16,Defecto de fabricacion
DEVP1783,SKU00642,T28,2025-02-09,7,Defecto de fabricacion
DEVP1784,SKU00644,T13,2023-09-16,1,Devolucion de cliente (cambio)
DEVP1785,SKU00644,T04,2025-06-07,3,Producto sin rotacion / no vendido
DEVP1786,SKU00644,T23,2025-07-12,2,Defecto de fabricacion
DEVP1787,SKU00644,T12,2023-02-09,1,Defecto de fabricacion
DEVP1788,SKU00645,T26,2025-09-21,6,Producto sin rotacion / no vendido
DEVP1789,SKU00648,T06,2025-09-07,1,Devolucion de cliente (cambio)
DEVP1790,SKU00648,T15,2025-07-23,1,Defecto de fabricacion
DEVP1791,SKU00649,T28,2023-10-27,15,Producto sin rotacion / no vendido
DEVP1792,SKU00649,T08,2023-10-13,9,Devolucion de cliente (cambio)
DEVP1793,SKU00650,T17,2023-04-10,6,Producto dañado en logistica
DEVP1794,SKU00650,T17,2024-06-16,5,Defecto de fabricacion
DEVP1795,SKU00650,T07,2023-10-18,7,Producto dañado en logistica
DEVP1796,SKU00650,T11,2025-02-12,13,Producto sin rotacion / no vendido
DEVP1797,SKU00650,T19,2023-04-10,10,Devolucion de cliente (cambio)
DEVP1798,SKU00651,T01,2025-12-20,15,Producto dañado en logistica
DEVP1799,SKU00651,T14,2023-01-11,11,Devolucion de cliente (cambio)
DEVP1800,SKU00651,T14,2023-09-06,3,Producto dañado en logistica
DEVP1801,SKU00652,T26,2025-09-19,2,Producto dañado en logistica
DEVP1802,SKU00653,T05,2025-09-03,6,Devolucion de cliente (cambio)
DEVP1803,SKU00653,T12,2025-03-21,6,Producto sin rotacion / no vendido
DEVP1804,SKU00653,T09,2025-03-09,7,Devolucion de cliente (cambio)
DEVP1805,SKU00653,T09,2025-10-10,6,Error de picking
DEVP1806,SKU00653,T09,2025-11-02,8,Defecto de fabricacion
DEVP1807,SKU00654,T23,2023-12-19,5,Devolucion de cliente (cambio)
DEVP1808,SKU00655,T24,2024-06-12,3,Defecto de fabricacion
DEVP1809,SKU00655,T14,2025-09-03,5,Producto dañado en logistica
DEVP1810,SKU00655,T03,2025-04-14,6,Defecto de fabricacion
DEVP1811,SKU00656,T21,2025-07-03,1,Devolucion de cliente (cambio)
DEVP1812,SKU00657,T26,2025-03-10,4,Devolucion de cliente (cambio)
DEVP1813,SKU00657,T26,2025-06-15,3,Error de picking
DEVP1814,SKU00657,T23,2023-08-02,3,Producto dañado en logistica
DEVP1815,SKU00657,T13,2023-11-04,2,Devolucion de cliente (cambio)
DEVP1816,SKU00657,T09,2024-03-28,3,Defecto de fabricacion
DEVP1817,SKU00659,T14,2023-04-16,4,Error de picking
DEVP1818,SKU00659,T28,2023-05-17,4,Error de picking
DEVP1819,SKU00660,T25,2024-04-04,1,Devolucion de cliente (cambio)
DEVP1820,SKU00661,T22,2025-02-22,11,Defecto de fabricacion
DEVP1821,SKU00661,T01,2024-12-25,5,Defecto de fabricacion
DEVP1822,SKU00661,T13,2025-06-19,5,Devolucion de cliente (cambio)
DEVP1823,SKU00661,T23,2025-01-11,8,Producto sin rotacion / no vendido
DEVP1824,SKU00662,T22,2024-02-06,4,Producto sin rotacion / no vendido
DEVP1825,SKU00662,T16,2023-08-18,4,Defecto de fabricacion
DEVP1826,SKU00662,T16,2024-05-06,6,Devolucion de cliente (cambio)
DEVP1827,SKU00664,T11,2024-09-23,8,Producto dañado en logistica
DEVP1828,SKU00664,T11,2025-06-22,15,Producto sin rotacion / no vendido
DEVP1829,SKU00664,T20,2024-07-07,14,Producto sin rotacion / no vendido
DEVP1830,SKU00664,T16,2025-06-15,12,Defecto de fabricacion
DEVP1831,SKU00665,T19,2025-01-06,4,Error de picking
DEVP1832,SKU00665,T05,2024-12-28,2,Producto dañado en logistica
DEVP1833,SKU00666,T26,2022-09-04,2,Producto dañado en logistica
DEVP1834,SKU00666,T05,2023-01-23,1,Defecto de fabricacion
DEVP1835,SKU00666,T24,2022-09-08,1,Defecto de fabricacion
DEVP1836,SKU00667,T15,2023-07-09,2,Defecto de fabricacion
DEVP1837,SKU00667,T16,2025-04-12,1,Devolucion de cliente (cambio)
DEVP1838,SKU00667,T07,2023-07-08,1,Error de picking
DEVP1839,SKU00667,T20,2024-09-26,1,Producto dañado en logistica
DEVP1840,SKU00667,T20,2025-11-12,1,Producto sin rotacion / no vendido
DEVP1841,SKU00667,T19,2023-12-22,1,Error de picking
DEVP1842,SKU00668,T28,2023-04-13,11,Defecto de fabricacion
DEVP1843,SKU00668,T25,2024-10-24,15,Producto dañado en logistica
DEVP1844,SKU00668,T03,2024-01-04,7,Defecto de fabricacion
DEVP1845,SKU00668,T11,2024-04-25,7,Error de picking
DEVP1846,SKU00668,T21,2024-06-07,5,Producto dañado en logistica
DEVP1847,SKU00669,T25,2025-11-07,5,Devolucion de cliente (cambio)
DEVP1848,SKU00669,T13,2025-07-28,3,Devolucion de cliente (cambio)
DEVP1849,SKU00669,T13,2025-11-11,7,Error de picking
DEVP1850,SKU00669,T22,2025-05-24,1,Error de picking
DEVP1851,SKU00669,T03,2025-05-08,6,Devolucion de cliente (cambio)
DEVP1852,SKU00670,T19,2024-07-25,1,Producto dañado en logistica
DEVP1853,SKU00671,T24,2025-02-05,4,Devolucion de cliente (cambio)
DEVP1854,SKU00673,T07,2025-09-18,4,Devolucion de cliente (cambio)
DEVP1855,SKU00673,T03,2024-09-23,12,Devolucion de cliente (cambio)
DEVP1856,SKU00673,T02,2025-01-22,9,Error de picking
DEVP1857,SKU00673,T08,2022-09-18,9,Producto dañado en logistica
DEVP1858,SKU00673,T18,2025-05-28,9,Devolucion de cliente (cambio)
DEVP1859,SKU00674,T23,2025-01-27,2,Defecto de fabricacion
DEVP1860,SKU00674,T19,2025-07-16,3,Error de picking
DEVP1861,SKU00675,T01,2025-01-04,3,Error de picking
DEVP1862,SKU00675,T22,2022-06-02,3,Devolucion de cliente (cambio)
DEVP1863,SKU00675,T19,2024-02-15,1,Producto dañado en logistica
DEVP1864,SKU00675,T21,2022-08-26,2,Producto sin rotacion / no vendido
DEVP1865,SKU00676,T23,2025-10-05,2,Producto sin rotacion / no vendido
DEVP1866,SKU00677,T05,2025-02-28,8,Error de picking
DEVP1867,SKU00677,T07,2024-12-08,13,Defecto de fabricacion
DEVP1868,SKU00678,T15,2022-06-25,6,Error de picking
DEVP1869,SKU00678,T15,2024-09-06,9,Error de picking
DEVP1870,SKU00678,T18,2023-10-07,6,Defecto de fabricacion
DEVP1871,SKU00678,T25,2023-08-10,7,Producto dañado en logistica
DEVP1872,SKU00678,T04,2023-01-08,4,Defecto de fabricacion
DEVP1873,SKU00679,T17,2024-12-28,9,Defecto de fabricacion
DEVP1874,SKU00679,T21,2024-03-20,16,Defecto de fabricacion
DEVP1875,SKU00679,T21,2025-02-22,16,Devolucion de cliente (cambio)
DEVP1876,SKU00680,T09,2025-09-06,3,Producto sin rotacion / no vendido
DEVP1877,SKU00680,T20,2022-08-28,1,Defecto de fabricacion
DEVP1878,SKU00680,T18,2025-09-23,3,Devolucion de cliente (cambio)
DEVP1879,SKU00680,T06,2025-02-20,3,Defecto de fabricacion
DEVP1880,SKU00680,T06,2025-03-11,4,Producto dañado en logistica
DEVP1881,SKU00680,T22,2022-07-26,2,Producto sin rotacion / no vendido
DEVP1882,SKU00681,T11,2024-10-08,16,Producto sin rotacion / no vendido
DEVP1883,SKU00681,T21,2023-11-06,7,Defecto de fabricacion
DEVP1884,SKU00681,T06,2024-11-11,24,Producto dañado en logistica
DEVP1885,SKU00681,T15,2024-02-15,13,Producto dañado en logistica
DEVP1886,SKU00681,T15,2025-07-24,10,Defecto de fabricacion
DEVP1887,SKU00682,T11,2024-09-17,1,Producto dañado en logistica
DEVP1888,SKU00682,T28,2024-04-22,1,Producto sin rotacion / no vendido
DEVP1889,SKU00682,T22,2025-01-11,1,Error de picking
DEVP1890,SKU00684,T26,2024-04-05,5,Producto dañado en logistica
DEVP1891,SKU00684,T17,2024-04-26,3,Producto dañado en logistica
DEVP1892,SKU00684,T16,2024-02-11,3,Devolucion de cliente (cambio)
DEVP1893,SKU00684,T04,2024-05-17,1,Devolucion de cliente (cambio)
DEVP1894,SKU00684,T24,2024-02-12,2,Devolucion de cliente (cambio)
DEVP1895,SKU00684,T24,2025-12-21,3,Error de picking
DEVP1896,SKU00686,T24,2024-11-11,2,Defecto de fabricacion
DEVP1897,SKU00686,T18,2024-11-07,1,Producto dañado en logistica
DEVP1898,SKU00687,T27,2025-06-05,4,Producto dañado en logistica
DEVP1899,SKU00687,T20,2025-05-03,4,Producto sin rotacion / no vendido
