id_transferencia,id_producto,origen,destino,fecha_envio,fecha_recepcion,unidades
TRF00356,SKU00141,T18,DEP-CENTRAL,2024-03-22,2024-04-04,49
TRF00357,SKU00296,T24,DEP-CENTRAL,2023-10-04,2023-10-23,38
TRF00358,SKU00603,T26,T21,2025-08-27,2025-09-04,8
TRF00359,SKU00632,DEP-CENTRAL,T05,2024-05-02,2024-05-22,39
TRF00360,SKU00629,DEP-CENTRAL,T28,2025-08-18,2025-08-30,59
TRF00361,SKU00618,DEP-CENTRAL,T13,2023-10-04,2023-10-20,10
TRF00362,SKU00228,DEP-CENTRAL,T25,2023-02-24,2023-03-04,7
TRF00363,SKU00004,T26,T16,2024-12-03,2024-12-10,43
TRF00364,SKU00697,T24,T04,2025-10-05,2025-10-22,8
TRF00365,SKU00150,T08,T03,2026-02-06,2026-02-24,51
TRF00366,SKU00581,T04,DEP-CENTRAL,2025-01-20,2025-02-06,29
TRF00367,SKU00656,DEP-CENTRAL,T28,2025-03-13,2025-03-22,14
TRF00368,SKU00034,DEP-CENTRAL,T13,2025-02-14,2025-02-27,33
TRF00369,SKU00657,DEP-CENTRAL,T07,2025-09-23,2025-10-04,45
TRF00370,SKU00016,T09,T02,2024-11-19,2024-11-30,18
TRF00371,SKU00768,T23,DEP-CENTRAL,2024-04-13,2024-04-25,2
TRF00372,SKU00790,DEP-CENTRAL,T04,2025-10-22,2025-10-26,52
TRF00373,SKU00511,DEP-CENTRAL,T23,2025-01-04,2025-01-10,37
TRF00374,SKU00541,DEP-CENTRAL,T15,2025-08-26,2025-09-03,37
TRF00375,SKU00076,DEP-CENTRAL,T07,2026-01-15,2026-01-22,32
TRF00376,SKU00477,DEP-CENTRAL,T13,2023-03-25,2023-04-14,53
TRF00377,SKU00098,T19,T26,2026-02-10,2026-02-19,42
TRF00378,SKU00616,DEP-CENTRAL,T28,2026-03-15,2026-03-30,46
TRF00379,SKU00343,T25,T10,2026-08-24,2026-09-04,24
TRF00380,SKU00647,DEP-CENTRAL,T14,2024-03-14,2024-03-19,43
TRF00381,SKU00015,DEP-CENTRAL,T04,2026-01-25,2026-02-05,6
TRF00382,SKU00035,DEP-CENTRAL,T04,2026-06-16,2026-07-07,55
TRF00383,SKU00698,T12,T26,2024-11-26,2024-12-10,55
TRF00384,SKU00743,T02,DEP-CENTRAL,2025-08-26,2025-09-10,12
TRF00385,SKU00063,DEP-CENTRAL,T26,2024-04-19,2024-05-06,3
TRF00386,SKU00697,T04,T25,2025-08-24,2025-09-01,38
TRF00387,SKU00574,DEP-CENTRAL,T01,2025-10-04,2025-10-25,5
TRF00388,SKU00776,DEP-CENTRAL,T13,2023-03-14,2023-04-04,46
TRF00389,SKU00173,DEP-CENTRAL,T11,2026-02-21,2026-03-03,8
TRF00390,SKU00566,DEP-CENTRAL,T22,2023-10-07,2023-10-23,32
TRF00391,SKU00799,DEP-CENTRAL,T24,2026-04-06,2026-04-11,59
TRF00392,SKU00365,T17,T26,2023-01-10,2023-01-30,44
TRF00393,SKU00455,T08,T10,2024-02-14,2024-02-20,52
TRF00394,SKU00061,T03,T18,2023-10-10,2023-10-26,42
TRF00395,SKU00206,T20,T18,2025-04-13,2025-04-28,10
TRF00396,SKU00392,DEP-CENTRAL,T25,2025-12-17,2026-01-05,30
TRF00397,SKU00054,T15,T25,2022-09-17,2022-09-26,16
TRF00398,SKU00645,T21,T05,2025-11-08,2025-11-18,2
TRF00399,SKU00586,DEP-CENTRAL,T25,2024-11-03,2024-11-21,53
TRF00400,SKU00260,DEP-CENTRAL,T17,2026-02-22,2026-03-15,4
TRF00401,SKU00528,T16,T06,2024-04-12,2024-04-24,46
TRF00402,SKU00191,DEP-CENTRAL,T24,2023-07-12,2023-08-01,46
TRF00403,SKU00070,DEP-CENTRAL,T18,2025-07-25,2025-07-31,3
TRF00404,SKU00703,DEP-CENTRAL,T02,2025-09-10,2025-09-19,38
TRF00405,SKU00683,T14,T10,2026-05-16,2026-06-02,39
TRF00406,SKU00637,T21,T26,2025-01-21,2025-01-27,46
TRF00407,SKU00207,T15,T07,2022-12-04,2022-12-10,11
TRF00408,SKU00511,DEP-CENTRAL,T16,2024-11-03,2024-11-06,17
TRF00409,SKU00114,T10,T01,2023-03-13,2023-03-17,19
TRF00410,SKU00026,DEP-CENTRAL,T11,2024-11-16,2024-12-05,43
TRF00411,SKU00298,T03,T18,2024-03-18,2024-03-23,14
TRF00412,SKU00144,DEP-CENTRAL,T15,2025-04-12,2025-04-20,5
TRF00413,SKU00093,T24,T12,2023-11-11,2023-12-02,56
TRF00414,SKU00289,DEP-CENTRAL,T01,2022-05-11,2022-05-21,18
TRF00415,SKU00407,DEP-CENTRAL,T16,2022-05-16,2022-05-21,9
TRF00416,SKU00074,DEP-CENTRAL,T12,2023-09-26,2023-09-30,17
TRF00417,SKU00013,DEP-CENTRAL,T08,2023-08-11,2023-08-19,12
TRF00418,SKU00322,T21,T24,2026-08-13,2026-09-02,24
TRF00419,SKU00700,T01,T27,2025-09-24,2025-10-05,9
TRF00420,SKU00649,T24,T23,2023-12-10,2023-12-25,6
TRF00421,SKU00199,DEP-CENTRAL,T20,2026-07-16,2026-07-25,41
TRF00422,SKU00417,T22,T06,2026-03-02,2026-03-20,17
TRF00423,SKU00372,DEP-CENTRAL,T16,2026-01-02,2026-01-22,51
TRF00424,SKU00336,T25,T19,2025-08-03,2025-08-15,54
TRF00425,SKU00626,DEP-CENTRAL,T12,2025-01-27,2025-02-10,43
TRF00426,SKU00702,T07,DEP-CENTRAL,2025-12-18,2026-01-01,26
TRF00427,SKU00354,T11,DEP-CENTRAL,2024-09-12,2024-09-24,34
TRF00428,SKU00204,DEP-CENTRAL,T24,2023-08-25,2023-09-04,35
TRF00429,SKU00155,DEP-CENTRAL,T05,2025-12-07,2025-12-22,10
TRF00430,SKU00114,T04,T07,2023-02-11,2023-03-01,3
TRF00431,SKU00422,T20,T28,2024-08-05,2024-08-24,22
TRF00432,SKU00367,T07,T19,2025-01-26,2025-02-08,48
TRF00433,SKU00251,DEP-CENTRAL,T02,2024-05-06,2024-05-09,20
TRF00434,SKU00683,DEP-CENTRAL,T19,2026-01-06,2026-01-20,15
TRF00435,SKU00065,T03,T28,2026-06-05,2026-06-13,42
TRF00436,SKU00722,DEP-CENTRAL,T19,2023-10-16,2023-11-01,55
TRF00437,SKU00422,T27,T08,2026-02-20,2026-03-05,24
TRF00438,SKU00635,T24,T23,2023-12-27,2024-01-14,26
TRF00439,SKU00743,T17,T23,2023-08-23,2023-09-06,43
TRF00440,SKU00220,T01,DEP-CENTRAL,2023-01-06,2023-01-16,22
TRF00441,SKU00039,DEP-CENTRAL,T17,2022-12-08,2022-12-18,17
TRF00442,SKU00410,DEP-CENTRAL,T14,2024-01-05,2024-01-15,13
TRF00443,SKU00697,DEP-CENTRAL,T26,2025-03-26,2025-04-08,4
TRF00444,SKU00040,T05,T28,2022-10-09,2022-10-16,32
TRF00445,SKU00703,DEP-CENTRAL,T15,2023-09-27,2023-10-05,35
TRF00446,SKU00136,DEP-CENTRAL,T11,2024-06-26,2024-07-13,34
TRF00447,SKU00077,DEP-CENTRAL,T22,2025-07-17,2025-07-24,45
TRF00448,SKU00749,DEP-CENTRAL,T06,2025-10-06,2025-10-14,57
TRF00449,SKU00759,DEP-CENTRAL,T02,2023-08-24,2023-08-28,20
TRF00450,SKU00076,DEP-CENTRAL,T02,2023-07-11,2023-07-21,22
TRF00451,SKU00716,T05,DEP-CENTRAL,2024-10-03,2024-10-13,58
TRF00452,SKU00331,DEP-CENTRAL,T14,2024-06-22,2024-07-03,32
TRF00453,SKU00061,DEP-CENTRAL,T23,2024-08-09,2024-08-19,46
TRF00454,SKU00256,T12,T01,2026-08-16,2026-09-04,26
TRF00455,SKU00143,DEP-CENTRAL,T19,2025-03-22,2025-04-10,36
TRF00456,SKU00110,T28,T24,2023-06-14,2023-06-18,29
TRF00457,SKU00674,DEP-CENTRAL,T19,2026-04-26,2026-05-16,35
TRF00458,SKU00619,DEP-CENTRAL,T19,2023-08-16,2023-08-30,33
TRF00459,SKU00146,DEP-CENTRAL,T27,2022-11-08,2022-11-14,41
TRF00460,SKU00043,DEP-CENTRAL,T10,2025-11-09,2025-11-22,41
TRF00461,SKU00444,DEP-CENTRAL,T08,2024-10-13,2024-10-17,21
TRF00462,SKU00363,T17,T22,2024-11-06,2024-11-19,3
TRF00463,SKU00034,T07,T26,2025-06-26,2025-07-06,30
TRF00464,SKU00746,DEP-CENTRAL,T24,2026-02-18,2026-03-06,50
TRF00465,SKU00053,T23,T07,2023-03-13,2023-03-17,41
TRF00466,SKU00230,T02,DEP-CENTRAL,2025-02-23,2025-03-14,13
TRF00467,SKU00364,DEP-CENTRAL,T03,2022-12-26,2023-01-01,53
TRF00468,SKU00656,DEP-CENTRAL,T15,2024-01-23,2024-01-29,46
TRF00469,SKU00714,T23,T01,2025-08-14,2025-08-23,18
TRF00470,SKU00473,T20,T06,2026-03-16,2026-04-03,23
TRF00471,SKU00104,DEP-CENTRAL,T14,2026-02-05,2026-02-19,56
TRF00472,SKU00449,DEP-CENTRAL,T08,2023-11-06,2023-11-26,31
TRF00473,SKU00104,DEP-CENTRAL,T24,2026-01-12,2026-01-23,24
TRF00474,SKU00249,DEP-CENTRAL,T08,2025-06-04,2025-06-24,40
TRF00475,SKU00737,DEP-CENTRAL,T25,2025-12-18,2026-01-01,51
TRF00476,SKU00004,DEP-CENTRAL,T13,2024-09-05,2024-09-12,40
TRF00477,SKU00046,DEP-CENTRAL,T04,2025-08-10,2025-08-26,47
TRF00478,SKU00639,T10,T19,2025-08-18,2025-09-07,50
TRF00479,SKU00449,DEP-CENTRAL,T13,2023-08-07,2023-08-28,54
TRF00480,SKU00761,T17,T27,2026-02-17,2026-03-02,25
TRF00481,SKU00455,T23,T27,2024-07-22,2024-07-25,17
TRF00482,SKU00008,T09,T28,2025-05-25,2025-05-28,30
TRF00483,SKU00008,T17,T15,2026-02-24,2026-03-12,30
TRF00484,SKU00376,DEP-CENTRAL,T06,2026-05-23,2026-06-09,41
TRF00485,SKU00179,DEP-CENTRAL,T09,2025-10-09,2025-10-30,12
TRF00486,SKU00327,T12,T18,2025-02-10,2025-03-02,27
TRF00487,SKU00764,DEP-CENTRAL,T20,2025-07-03,2025-07-23,28
TRF00488,SKU00574,DEP-CENTRAL,T26,2026-08-18,2026-09-02,23
TRF00489,SKU00589,T08,T22,2025-06-04,2025-06-12,58
TRF00490,SKU00750,DEP-CENTRAL,T22,2025-05-26,2025-06-11,46
TRF00491,SKU00433,DEP-CENTRAL,T02,2025-08-22,2025-09-12,23
TRF00492,SKU00109,DEP-CENTRAL,T14,2022-02-27,2022-03-17,55
TRF00493,SKU00718,T03,T15,2023-09-04,2023-09-08,27
TRF00494,SKU00646,DEP-CENTRAL,T10,2025-11-10,2025-11-28,44
TRF00495,SKU00359,DEP-CENTRAL,T16,2023-07-17,2023-08-02,7
TRF00496,SKU00054,DEP-CENTRAL,T26,2025-09-20,2025-10-05,24
TRF00497,SKU00679,T28,T25,2024-05-19,2024-06-09,17
TRF00498,SKU00250,T06,T05,2025-12-17,2025-12-28,53
TRF00499,SKU00750,DEP-CENTRAL,T26,2022-02-26,2022-03-08,45
TRF00500,SKU00354,DEP-CENTRAL,T13,2025-07-15,2025-07-26,58
TRF00501,SKU00655,DEP-CENTRAL,T22,2025-08-19,2025-08-27,34
TRF00502,SKU00002,DEP-CENTRAL,T09,2026-07-16,2026-07-22,26
TRF00503,SKU00537,DEP-CENTRAL,T15,2025-09-17,2025-10-02,53
TRF00504,SKU00773,T24,T19,2022-10-08,2022-10-28,35
TRF00505,SKU00780,DEP-CENTRAL,T17,2026-03-24,2026-04-05,49
TRF00506,SKU00361,DEP-CENTRAL,T06,2023-09-13,2023-09-24,42
TRF00507,SKU00159,DEP-CENTRAL,T04,2024-03-09,2024-03-14,19
TRF00508,SKU00710,T21,T06,2026-01-25,2026-02-15,40
TRF00509,SKU00201,T11,DEP-CENTRAL,2024-03-24,2024-04-02,21
TRF00510,SKU00340,T15,DEP-CENTRAL,2025-10-07,2025-10-25,59
TRF00511,SKU00434,T20,T23,2025-12-18,2025-12-29,3
TRF00512,SKU00540,DEP-CENTRAL,T28,2026-04-25,2026-05-03,47
TRF00513,SKU00777,DEP-CENTRAL,T19,2024-03-19,2024-03-29,55
TRF00514,SKU00335,DEP-CENTRAL,T05,2025-10-24,2025-11-02,44
TRF00515,SKU00125,T13,DEP-CENTRAL,2022-03-17,2022-03-28,34
TRF00516,SKU00437,DEP-CENTRAL,T24,2026-08-21,2026-09-04,12
TRF00517,SKU00732,DEP-CENTRAL,T14,2022-11-15,2022-11-29,21
TRF00518,SKU00220,DEP-CENTRAL,T26,2025-06-07,2025-06-16,35
TRF00519,SKU00052,T20,DEP-CENTRAL,2025-03-21,2025-04-09,53
TRF00520,SKU00747,T04,T27,2024-06-25,2024-07-02,33
TRF00521,SKU00722,T19,T11,2025-06-17,2025-06-23,15
TRF00522,SKU00703,DEP-CENTRAL,T10,2023-06-23,2023-06-28,29
TRF00523,SKU00313,T10,DEP-CENTRAL,2026-04-12,2026-04-30,5
TRF00524,SKU00509,T05,T28,2025-02-02,2025-02-16,3
TRF00525,SKU00015,DEP-CENTRAL,T10,2024-05-27,2024-06-10,35
TRF00526,SKU00516,DEP-CENTRAL,T02,2024-08-03,2024-08-24,19
TRF00527,SKU00722,T11,DEP-CENTRAL,2023-08-13,2023-08-28,17
TRF00528,SKU00572,T28,DEP-CENTRAL,2024-12-11,2024-12-28,6
TRF00529,SKU00351,DEP-CENTRAL,T06,2025-05-13,2025-05-16,5
TRF00530,SKU00538,T18,DEP-CENTRAL,2024-12-19,2024-12-27,45
TRF00531,SKU00413,T27,DEP-CENTRAL,2024-05-10,2024-05-24,17
TRF00532,SKU00388,DEP-CENTRAL,T02,2026-07-16,2026-07-25,45
TRF00533,SKU00047,T04,T12,2025-04-04,2025-04-10,15
TRF00534,SKU00688,DEP-CENTRAL,T16,2026-05-21,2026-05-30,32
TRF00535,SKU00546,T11,T07,2025-11-12,2025-11-21,31
TRF00536,SKU00240,DEP-CENTRAL,T20,2025-07-21,2025-07-25,11
TRF00537,SKU00454,T08,DEP-CENTRAL,2025-03-16,2025-03-24,53
TRF00538,SKU00215,T15,DEP-CENTRAL,2025-07-26,2025-08-13,3
TRF00539,SKU00192,T26,DEP-CENTRAL,2023-10-03,2023-10-24,19
TRF00540,SKU00725,T25,T03,2022-11-19,2022-12-10,45
TRF00541,SKU00383,DEP-CENTRAL,T22,2026-07-03,2026-07-13,13
TRF00542,SKU00463,DEP-CENTRAL,T03,2024-10-08,2024-10-14,33
TRF00543,SKU00281,DEP-CENTRAL,T26,2023-03-12,2023-03-27,4
TRF00544,SKU00356,T14,DEP-CENTRAL,2026-01-14,2026-01-28,44
TRF00545,SKU00243,DEP-CENTRAL,T13,2026-03-21,2026-04-01,5
TRF00546,SKU00753,DEP-CENTRAL,T19,2026-08-21,2026-08-27,50
TRF00547,SKU00162,DEP-CENTRAL,T01,2025-11-14,2025-11-17,3
TRF00548,SKU00159,DEP-CENTRAL,T24,2024-06-27,2024-07-13,42
TRF00549,SKU00157,T15,DEP-CENTRAL,2022-10-15,2022-10-24,4
TRF00550,SKU00473,T07,T23,2026-03-09,2026-03-14,11
TRF00551,SKU00541,DEP-CENTRAL,T18,2023-05-04,2023-05-16,38
TRF00552,SKU00617,DEP-CENTRAL,T09,2023-08-02,2023-08-07,21
TRF00553,SKU00337,T18,T06,2025-04-23,2025-05-14,53
TRF00554,SKU00625,DEP-CENTRAL,T22,2024-11-14,2024-11-26,22
TRF00555,SKU00546,T08,DEP-CENTRAL,2025-11-18,2025-12-07,36
TRF00556,SKU00109,T15,DEP-CENTRAL,2024-02-07,2024-02-14,19
TRF00557,SKU00276,DEP-CENTRAL,T15,2026-03-07,2026-03-15,36
TRF00558,SKU00078,T07,DEP-CENTRAL,2024-03-13,2024-04-03,42
TRF00559,SKU00780,DEP-CENTRAL,T28,2025-08-11,2025-08-23,24
TRF00560,SKU00732,DEP-CENTRAL,T05,2023-05-08,2023-05-20,33
TRF00561,SKU00241,T21,T17,2025-02-12,2025-03-01,18
TRF00562,SKU00724,T12,DEP-CENTRAL,2026-06-16,2026-07-01,54
TRF00563,SKU00339,T02,T05,2026-01-04,2026-01-10,32
TRF00564,SKU00726,T15,T28,2024-02-14,2024-02-21,47
TRF00565,SKU00252,T28,DEP-CENTRAL,2023-06-21,2023-07-10,34
TRF00566,SKU00789,T05,T28,2023-07-25,2023-08-08,52
TRF00567,SKU00693,T07,T14,2025-09-02,2025-09-14,35
TRF00568,SKU00718,T05,T01,2025-10-15,2025-10-23,18
TRF00569,SKU00414,DEP-CENTRAL,T09,2025-06-16,2025-07-07,44
TRF00570,SKU00781,DEP-CENTRAL,T10,2025-04-11,2025-04-15,45
TRF00571,SKU00025,DEP-CENTRAL,T27,2026-05-09,2026-05-14,8
TRF00572,SKU00523,T27,T04,2025-05-07,2025-05-12,11
TRF00573,SKU00452,T08,DEP-CENTRAL,2023-05-02,2023-05-22,55
TRF00574,SKU00366,DEP-CENTRAL,T13,2023-09-16,2023-09-24,23
TRF00575,SKU00524,DEP-CENTRAL,T27,2023-09-02,2023-09-16,32
TRF00576,SKU00502,T21,T10,2023-11-03,2023-11-21,43
TRF00577,SKU00101,T23,T16,2026-05-04,2026-05-21,29
TRF00578,SKU00760,DEP-CENTRAL,T10,2026-04-15,2026-05-04,29
TRF00579,SKU00187,T12,T03,2026-01-07,2026-01-21,14
TRF00580,SKU00259,DEP-CENTRAL,T25,2023-11-20,2023-12-03,28
TRF00581,SKU00093,DEP-CENTRAL,T17,2024-12-17,2024-12-20,18
TRF00582,SKU00077,DEP-CENTRAL,T20,2023-08-11,2023-08-17,42
TRF00583,SKU00132,DEP-CENTRAL,T15,2025-09-24,2025-10-13,13
TRF00584,SKU00768,T24,T12,2025-05-08,2025-05-23,56
TRF00585,SKU00289,T17,T27,2026-02-15,2026-02-23,5
TRF00586,SKU00349,DEP-CENTRAL,T19,2023-10-20,2023-11-03,17
TRF00587,SKU00075,T20,T06,2024-07-21,2024-08-06,45
TRF00588,SKU00166,DEP-CENTRAL,T24,2024-09-02,2024-09-12,45
TRF00589,SKU00478,DEP-CENTRAL,T27,2024-03-23,2024-03-31,35
TRF00590,SKU00063,DEP-CENTRAL,T25,2026-04-08,2026-04-12,47
TRF00591,SKU00208,DEP-CENTRAL,T25,2025-02-04,2025-02-09,30
TRF00592,SKU00796,DEP-CENTRAL,T22,2026-07-24,2026-08-05,55
TRF00593,SKU00251,DEP-CENTRAL,T18,2024-01-11,2024-01-27,58
TRF00594,SKU00213,DEP-CENTRAL,T18,2024-09-18,2024-10-08,27
TRF00595,SKU00732,DEP-CENTRAL,T24,2024-12-25,2025-01-10,22
TRF00596,SKU00121,T23,T01,2023-07-13,2023-07-18,58
TRF00597,SKU00642,T21,T16,2024-05-08,2024-05-26,54
TRF00598,SKU00460,DEP-CENTRAL,T20,2026-03-10,2026-03-15,30
TRF00599,SKU00253,DEP-CENTRAL,T24,2025-04-12,2025-04-24,29
TRF00600,SKU00314,DEP-CENTRAL,T24,2025-02-07,2025-02-17,15
TRF00601,SKU00193,T04,T02,2026-01-02,2026-01-08,32
TRF00602,SKU00560,DEP-CENTRAL,T23,2025-05-14,2025-05-25,46
TRF00603,SKU00034,DEP-CENTRAL,T07,2026-07-21,2026-07-24,49
TRF00604,SKU00775,T11,DEP-CENTRAL,2026-02-17,2026-02-27,11
TRF00605,SKU00721,DEP-CENTRAL,T10,2025-03-19,2025-04-07,19
TRF00606,SKU00626,DEP-CENTRAL,T05,2022-12-14,2022-12-18,22
TRF00607,SKU00212,DEP-CENTRAL,T14,2024-04-27,2024-05-18,21
TRF00608,SKU00680,T26,T10,2024-03-17,2024-04-02,43
TRF00609,SKU00311,DEP-CENTRAL,T27,2026-03-24,2026-04-09,6
TRF00610,SKU00507,DEP-CENTRAL,T11,2025-02-05,2025-02-22,18
TRF00611,SKU00190,DEP-CENTRAL,T03,2026-03-23,2026-03-27,13
TRF00612,SKU00335,DEP-CENTRAL,T28,2025-04-24,2025-05-08,47
TRF00613,SKU00559,T03,T09,2026-03-23,2026-03-28,26
TRF00614,SKU00010,DEP-CENTRAL,T04,2025-05-12,2025-05-27,15
TRF00615,SKU00462,T23,T09,2025-05-25,2025-05-28,55
TRF00616,SKU00502,DEP-CENTRAL,T12,2025-02-11,2025-02-26,9
TRF00617,SKU00396,DEP-CENTRAL,T13,2026-06-16,2026-07-01,14
TRF00618,SKU00760,DEP-CENTRAL,T05,2024-11-24,2024-12-01,51
TRF00619,SKU00703,T07,T22,2025-08-06,2025-08-16,56
TRF00620,SKU00316,DEP-CENTRAL,T21,2026-04-24,2026-05-08,25
TRF00621,SKU00310,T04,T25,2025-06-27,2025-07-15,27
TRF00622,SKU00665,T11,T12,2024-11-16,2024-11-20,48
TRF00623,SKU00398,DEP-CENTRAL,T24,2026-05-10,2026-05-21,48
TRF00624,SKU00514,T13,T03,2025-01-04,2025-01-15,37
TRF00625,SKU00449,DEP-CENTRAL,T09,2024-08-16,2024-08-27,27
TRF00626,SKU00778,T27,T07,2024-04-20,2024-05-04,28
TRF00627,SKU00511,T25,T04,2025-01-05,2025-01-21,46
TRF00628,SKU00340,DEP-CENTRAL,T19,2024-09-13,2024-09-28,58
TRF00629,SKU00767,T05,DEP-CENTRAL,2025-02-25,2025-03-13,13
TRF00630,SKU00744,T14,T22,2023-12-07,2023-12-10,54
TRF00631,SKU00595,DEP-CENTRAL,T05,2025-09-18,2025-09-29,10
TRF00632,SKU00725,DEP-CENTRAL,T13,2024-08-19,2024-08-28,50
TRF00633,SKU00182,DEP-CENTRAL,T28,2024-04-27,2024-05-09,50
TRF00634,SKU00004,T17,T12,2023-12-13,2023-12-19,12
TRF00635,SKU00323,T28,T08,2024-06-23,2024-06-28,32
TRF00636,SKU00687,DEP-CENTRAL,T21,2026-08-03,2026-08-21,47
TRF00637,SKU00651,T23,T11,2023-08-25,2023-09-08,32
TRF00638,SKU00576,T26,T13,2024-12-21,2025-01-11,45
TRF00639,SKU00343,DEP-CENTRAL,T13,2024-04-13,2024-04-25,33
TRF00640,SKU00659,T14,T27,2025-10-12,2025-10-29,21
TRF00641,SKU00408,DEP-CENTRAL,T24,2024-04-20,2024-04-27,41
TRF00642,SKU00472,DEP-CENTRAL,T27,2024-05-22,2024-06-03,27
TRF00643,SKU00480,T03,DEP-CENTRAL,2024-10-26,2024-11-06,9
TRF00644,SKU00701,T24,DEP-CENTRAL,2025-02-18,2025-02-26,2
TRF00645,SKU00561,DEP-CENTRAL,T15,2024-07-22,2024-07-29,29
TRF00646,SKU00535,DEP-CENTRAL,T16,2025-08-22,2025-09-05,15
TRF00647,SKU00722,T12,T07,2024-10-13,2024-10-31,32
TRF00648,SKU00735,T06,T20,2023-12-23,2024-01-04,43
TRF00649,SKU00795,T05,T18,2025-05-05,2025-05-20,23
TRF00650,SKU00243,T26,T13,2026-01-16,2026-02-02,53
TRF00651,SKU00192,DEP-CENTRAL,T26,2026-06-22,2026-07-07,22
TRF00652,SKU00251,DEP-CENTRAL,T22,2025-07-21,2025-07-24,57
TRF00653,SKU00309,T12,T15,2022-09-21,2022-10-01,32
TRF00654,SKU00294,DEP-CENTRAL,T21,2025-01-18,2025-02-08,25
TRF00655,SKU00536,T28,T16,2026-06-17,2026-06-25,58
TRF00656,SKU00164,T17,T27,2026-04-25,2026-05-14,25
TRF00657,SKU00584,DEP-CENTRAL,T07,2023-03-19,2023-04-02,29
TRF00658,SKU00750,T12,DEP-CENTRAL,2024-11-27,2024-12-14,18
TRF00659,SKU00280,DEP-CENTRAL,T17,2025-12-07,2025-12-15,55
TRF00660,SKU00125,DEP-CENTRAL,T15,2023-06-06,2023-06-15,12
TRF00661,SKU00176,T17,T28,2025-11-25,2025-12-05,37
TRF00662,SKU00113,T20,T08,2024-02-26,2024-03-03,25
TRF00663,SKU00500,DEP-CENTRAL,T21,2025-02-11,2025-02-15,47
TRF00664,SKU00619,T10,T14,2023-09-08,2023-09-29,53
TRF00665,SKU00419,T17,T03,2025-11-20,2025-12-07,21
TRF00666,SKU00453,DEP-CENTRAL,T22,2024-06-15,2024-07-02,19
TRF00667,SKU00365,T04,DEP-CENTRAL,2025-11-19,2025-11-23,52
TRF00668,SKU00599,DEP-CENTRAL,T11,2025-06-25,2025-06-28,54
TRF00669,SKU00596,DEP-CENTRAL,T11,2025-05-03,2025-05-15,35
TRF00670,SKU00067,T12,T27,2022-11-16,2022-12-02,7
TRF00671,SKU00103,DEP-CENTRAL,T24,2025-11-05,2025-11-23,56
TRF00672,SKU00075,T07,DEP-CENTRAL,2024-12-21,2024-12-29,47
TRF00673,SKU00721,DEP-CENTRAL,T21,2026-03-22,2026-04-02,59
TRF00674,SKU00136,DEP-CENTRAL,T11,2024-11-16,2024-12-04,9
TRF00675,SKU00206,T17,T11,2026-02-22,2026-03-10,43
TRF00676,SKU00454,T06,DEP-CENTRAL,2024-10-23,2024-10-31,22
TRF00677,SKU00061,T21,T22,2024-04-12,2024-04-17,29
TRF00678,SKU00632,DEP-CENTRAL,T16,2024-04-19,2024-05-07,40
TRF00679,SKU00008,DEP-CENTRAL,T26,2025-02-15,2025-02-25,27
TRF00680,SKU00355,DEP-CENTRAL,T04,2024-12-02,2024-12-20,26
TRF00681,SKU00054,T09,T07,2024-10-14,2024-10-28,19
TRF00682,SKU00343,DEP-CENTRAL,T05,2025-07-02,2025-07-06,48
TRF00683,SKU00194,T28,T11,2026-06-16,2026-06-21,28
TRF00684,SKU00572,DEP-CENTRAL,T11,2022-09-03,2022-09-17,49
TRF00685,SKU00341,T26,T10,2025-09-11,2025-09-23,3
TRF00686,SKU00794,T23,T28,2023-12-16,2023-12-19,52
TRF00687,SKU00145,DEP-CENTRAL,T08,2026-06-04,2026-06-23,42
TRF00688,SKU00732,T04,T06,2025-04-21,2025-05-12,55
TRF00689,SKU00296,T05,T12,2026-03-07,2026-03-27,28
TRF00690,SKU00742,DEP-CENTRAL,T09,2025-10-02,2025-10-12,15
TRF00691,SKU00354,DEP-CENTRAL,T27,2023-08-05,2023-08-19,56
TRF00692,SKU00333,T15,T22,2024-03-16,2024-03-31,59
TRF00693,SKU00662,T04,T08,2025-10-23,2025-11-12,49
TRF00694,SKU00517,DEP-CENTRAL,T07,2024-09-08,2024-09-13,7
TRF00695,SKU00376,T19,DEP-CENTRAL,2026-04-15,2026-04-22,28
TRF00696,SKU00722,T19,T09,2025-11-03,2025-11-24,5
TRF00697,SKU00425,T05,T02,2024-06-15,2024-06-22,41
TRF00698,SKU00160,DEP-CENTRAL,T04,2026-05-13,2026-05-18,20
TRF00699,SKU00068,DEP-CENTRAL,T18,2025-02-26,2025-03-13,22
TRF00700,SKU00212,T20,T27,2026-02-22,2026-03-08,9
TRF00701,SKU00609,DEP-CENTRAL,T19,2026-05-08,2026-05-13,6
TRF00702,SKU00348,T25,T19,2026-02-10,2026-02-17,15
TRF00703,SKU00668,T01,DEP-CENTRAL,2025-09-22,2025-10-06,13
TRF00704,SKU00063,DEP-CENTRAL,T06,2024-02-16,2024-03-06,26
TRF00705,SKU00218,T25,T16,2025-05-10,2025-05-20,32
TRF00706,SKU00207,T18,T20,2023-07-10,2023-07-28,3
TRF00707,SKU00150,T16,T11,2024-03-13,2024-03-26,46
TRF00708,SKU00484,DEP-CENTRAL,T24,2024-02-15,2024-02-25,59
TRF00709,SKU00207,DEP-CENTRAL,T19,2023-12-05,2023-12-11,9
TRF00710,SKU00460,T10,T09,2026-03-26,2026-04-02,47
TRF00711,SKU00444,DEP-CENTRAL,T12,2024-10-23,2024-11-01,50
