id_oc,proveedor,id_producto,fecha_pedido,fecha_recepcion,unidades,costo_unitario_ars
OC00357,Proveedor H,SKU00185,2025-02-11,2025-02-21,36,25181.59
OC00358,Proveedor A,SKU00085,2022-10-10,2022-11-12,147,27746.3
OC00359,Proveedor J,SKU00463,2024-11-08,2024-12-29,465,34899.99
OC00360,Proveedor J,SKU00679,2023-05-20,2023-07-15,155,16679.15
OC00361,Proveedor F,SKU00050,2025-07-28,2025-09-27,52,35162.56
OC00362,Proveedor B,SKU00051,2025-01-10,2025-02-28,192,14953.29
OC00363,Proveedor D,SKU00302,2024-11-20,2024-12-12,459,37572.77
OC00364,Proveedor H,SKU00567,2026-04-04,2026-04-17,36,9360.18
OC00365,Proveedor I,SKU00593,2026-02-02,2026-03-08,182,42261.04
OC00366,Proveedor B,SKU00059,2026-04-14,2026-06-03,192,32490.94
OC00367,Proveedor H,SKU00301,2025-04-06,2025-04-16,108,7283.86
OC00368,Proveedor J,SKU00463,2024-03-28,2024-05-17,155,37830.46
OC00369,Proveedor D,SKU00095,2025-09-24,2025-10-23,153,16266.65
OC00370,Proveedor H,SKU00292,2025-09-17,2025-09-29,36,45853.69
OC00371,Proveedor A,SKU00594,2023-08-08,2023-09-09,147,8348.29
OC00372,Proveedor I,SKU00721,2023-03-31,2023-04-29,364,12020.08
OC00373,Proveedor C,SKU00483,2025-10-18,2025-10-29,70,29900.71
OC00374,Proveedor E,SKU00334,2025-12-03,2026-01-08,386,15107.69
OC00375,Proveedor H,SKU00078,2024-02-04,2024-02-13,108,29125.15
OC00376,Proveedor I,SKU00157,2022-07-06,2022-08-05,182,2449.85
OC00377,Proveedor G,SKU00799,2025-05-14,2025-06-11,21,36202.78
OC00378,Proveedor H,SKU00292,2025-03-23,2025-04-04,36,40902.19
OC00379,Proveedor J,SKU00057,2023-09-03,2023-10-22,155,15153.06
OC00380,Proveedor G,SKU00580,2024-11-05,2024-11-30,63,28174.95
OC00381,Proveedor B,SKU00119,2024-10-30,2024-12-16,192,45835.42
OC00382,Proveedor B,SKU00714,2025-06-23,2025-08-12,576,7899.22
OC00383,Proveedor E,SKU00332,2025-01-02,2025-02-05,386,19594.98
OC00384,Proveedor I,SKU00226,2026-07-19,2026-08-19,182,17073.69
OC00385,Proveedor H,SKU00744,2024-02-04,2024-02-15,36,32278.86
OC00386,Proveedor J,SKU00442,2022-12-10,2023-02-01,155,23105.87
OC00387,Proveedor I,SKU00234,2026-01-13,2026-02-18,546,37205.18
OC00388,Proveedor D,SKU00437,2024-12-17,2025-01-15,153,25808.13
OC00389,Proveedor D,SKU00756,2023-02-15,2023-03-14,306,23352.78
OC00390,Proveedor I,SKU00612,2026-05-24,2026-06-29,182,31345.75
OC00391,Proveedor D,SKU00752,2025-01-22,2025-02-16,153,1949.98
OC00392,Proveedor F,SKU00623,2025-10-04,2025-12-03,52,12097.42
OC00393,Proveedor H,SKU00165,2022-07-22,2022-07-30,36,15419.85
OC00394,Proveedor I,SKU00489,2026-03-26,2026-04-24,546,11630.28
OC00395,Proveedor D,SKU00339,2026-04-05,2026-05-02,153,3612.75
OC00396,Proveedor F,SKU00745,2024-12-16,2025-02-15,52,41342.45
OC00397,Proveedor F,SKU00054,2026-02-05,2026-03-30,156,13709.05
OC00398,Proveedor E,SKU00332,2026-04-05,2026-05-09,579,20043.23
OC00399,Proveedor B,SKU00199,2026-05-06,2026-06-25,192,35755.08
OC00400,Proveedor A,SKU00566,2025-02-27,2025-04-04,147,23219.22
OC00401,Proveedor B,SKU00552,2026-03-11,2026-05-01,576,14575.87
OC00402,Proveedor G,SKU00340,2025-02-20,2025-03-20,21,11132.45
OC00403,Proveedor H,SKU00575,2022-12-29,2023-01-07,72,5618.78
OC00404,Proveedor F,SKU00211,2023-12-19,2024-02-10,104,26437.04
OC00405,Proveedor G,SKU00373,2026-04-22,2026-05-17,42,41484.08
OC00406,Proveedor E,SKU00156,2025-02-17,2025-03-24,579,53563.52
OC00407,Proveedor E,SKU00757,2023-10-10,2023-11-17,386,35911.02
OC00408,Proveedor B,SKU00184,2025-01-13,2025-02-27,192,29583.71
OC00409,Proveedor F,SKU00242,2024-10-11,2024-12-10,52,37901.91
OC00410,Proveedor C,SKU00181,2026-06-09,2026-06-23,35,54284.82
OC00411,Proveedor I,SKU00121,2026-02-27,2026-03-29,182,38129.64
OC00412,Proveedor B,SKU00163,2025-10-04,2025-11-18,384,39880.07
OC00413,Proveedor B,SKU00783,2025-03-23,2025-05-11,576,47180.29
OC00414,Proveedor A,SKU00564,2023-12-25,2024-01-23,294,11160.58
OC00415,Proveedor C,SKU00039,2026-04-11,2026-04-20,35,18929.06
OC00416,Proveedor F,SKU00385,2023-10-23,2023-12-19,52,41363.24
OC00417,Proveedor J,SKU00775,2025-08-28,2025-10-18,155,35011.57
OC00418,Proveedor I,SKU00635,2023-07-30,2023-08-27,182,29507.27
OC00419,Proveedor B,SKU00386,2025-04-04,2025-05-20,192,15821.27
OC00420,Proveedor H,SKU00281,2023-07-22,2023-08-07,36,46163.69
OC00421,Proveedor A,SKU00594,2023-09-25,2023-11-01,147,8602.99
OC00422,Proveedor D,SKU00320,2023-11-07,2023-11-29,306,12616.76
OC00423,Proveedor A,SKU00488,2022-07-23,2022-08-24,441,26234.15
OC00424,Proveedor B,SKU00336,2026-02-22,2026-04-08,192,14225.6
OC00425,Proveedor F,SKU00396,2026-01-18,2026-03-13,52,2597.66
OC00426,Proveedor J,SKU00687,2025-09-22,2025-11-15,465,12110.95
OC00427,Proveedor D,SKU00525,2024-07-18,2024-08-15,153,52242.33
OC00428,Proveedor B,SKU00336,2025-04-28,2025-06-10,192,16341.2
OC00429,Proveedor I,SKU00632,2023-02-10,2023-03-11,182,34497.59
OC00430,Proveedor C,SKU00394,2024-04-02,2024-04-12,105,40647.32
OC00431,Proveedor E,SKU00334,2024-11-14,2024-12-22,193,14427.6
OC00432,Proveedor F,SKU00582,2025-01-19,2025-03-21,52,29081.26
OC00433,Proveedor G,SKU00023,2025-02-02,2025-03-04,42,4324.11
OC00434,Proveedor C,SKU00247,2024-12-29,2025-01-11,70,43900.29
OC00435,Proveedor E,SKU00731,2023-08-12,2023-09-20,193,26063.56
OC00436,Proveedor E,SKU00640,2025-07-12,2025-08-23,193,42529.37
OC00437,Proveedor C,SKU00103,2026-04-26,2026-05-08,35,31400.27
OC00438,Proveedor B,SKU00040,2023-12-31,2024-02-14,192,2277.89
OC00439,Proveedor D,SKU00501,2023-01-02,2023-02-01,153,7231.19
OC00440,Proveedor C,SKU00143,2026-01-21,2026-01-29,35,4179.72
OC00441,Proveedor H,SKU00456,2025-03-08,2025-03-18,36,7624.63
OC00442,Proveedor J,SKU00687,2026-04-29,2026-06-18,155,12939.21
OC00443,Proveedor B,SKU00730,2024-10-08,2024-11-23,576,19095.17
OC00444,Proveedor I,SKU00708,2024-12-17,2025-01-19,182,40398.24
OC00445,Proveedor C,SKU00243,2026-05-27,2026-06-04,35,50451.8
OC00446,Proveedor I,SKU00303,2022-07-06,2022-08-11,546,44733.9
OC00447,Proveedor D,SKU00525,2026-01-26,2026-02-18,153,54612.45
OC00448,Proveedor B,SKU00119,2025-03-20,2025-05-03,192,48535.21
OC00449,Proveedor D,SKU00583,2025-07-04,2025-07-30,153,28855.85
OC00450,Proveedor C,SKU00417,2026-04-10,2026-04-22,105,41219.69
OC00451,Proveedor H,SKU00712,2024-10-06,2024-10-14,72,24376.59
OC00452,Proveedor D,SKU00239,2025-02-09,2025-03-06,459,23180.36
OC00453,Proveedor C,SKU00279,2025-09-27,2025-10-06,35,43571.47
OC00454,Proveedor F,SKU00188,2025-03-27,2025-05-23,52,15583.61
OC00455,Proveedor C,SKU00375,2024-05-20,2024-06-01,35,21517.45
OC00456,Proveedor G,SKU00340,2023-10-23,2023-11-20,21,10830.41
OC00457,Proveedor C,SKU00143,2026-04-30,2026-05-10,35,4298.51
OC00458,Proveedor C,SKU00018,2026-06-30,2026-07-15,70,35024.77
OC00459,Proveedor A,SKU00305,2025-03-01,2025-03-31,147,4085.72
OC00460,Proveedor H,SKU00529,2025-03-07,2025-03-17,72,12886.2
OC00461,Proveedor F,SKU00435,2024-05-24,2024-07-18,52,3007.63
OC00462,Proveedor J,SKU00542,2025-08-07,2025-09-25,155,38598.22
OC00463,Proveedor E,SKU00664,2026-01-03,2026-02-06,193,45336.32
OC00464,Proveedor I,SKU00626,2026-07-25,2026-08-27,182,5865.54
OC00465,Proveedor J,SKU00206,2026-03-30,2026-05-22,310,39959.52
OC00466,Proveedor G,SKU00794,2023-10-31,2023-11-26,21,19495.1
OC00467,Proveedor A,SKU00272,2024-09-02,2024-10-04,441,11488.3
OC00468,Proveedor A,SKU00594,2023-08-21,2023-09-22,294,9062.51
OC00469,Proveedor I,SKU00187,2026-05-17,2026-06-14,364,5694.46
OC00470,Proveedor D,SKU00208,2025-02-25,2025-03-23,153,36545.15
OC00471,Proveedor B,SKU00031,2023-08-08,2023-09-21,192,40478.93
OC00472,Proveedor H,SKU00482,2024-01-22,2024-02-06,36,6563.49
OC00473,Proveedor A,SKU00488,2025-04-20,2025-05-23,147,23617.01
OC00474,Proveedor B,SKU00037,2025-11-06,2025-12-21,192,43287.68
OC00475,Proveedor I,SKU00587,2023-12-09,2024-01-07,182,19859.08
OC00476,Proveedor F,SKU00164,2024-12-02,2025-01-28,52,34838.22
OC00477,Proveedor H,SKU00066,2025-04-14,2025-04-29,36,36977.26
OC00478,Proveedor F,SKU00601,2025-05-02,2025-07-01,52,18462.4
OC00479,Proveedor I,SKU00578,2025-08-05,2025-09-09,364,33629.57
OC00480,Proveedor E,SKU00127,2026-07-14,2026-08-23,193,40166.19
OC00481,Proveedor A,SKU00227,2025-03-22,2025-04-25,147,14112.94
OC00482,Proveedor B,SKU00274,2024-08-05,2024-09-19,576,40884.38
OC00483,Proveedor E,SKU00662,2026-03-18,2026-04-21,193,10580.46
OC00484,Proveedor H,SKU00624,2026-06-03,2026-06-12,36,2205.98
OC00485,Proveedor F,SKU00204,2025-04-16,2025-06-09,52,32581.56
OC00486,Proveedor E,SKU00127,2026-04-28,2026-06-07,579,42321.75
OC00487,Proveedor A,SKU00098,2026-01-12,2026-02-15,147,46340.64
OC00488,Proveedor F,SKU00582,2026-02-13,2026-04-09,52,33350.08
OC00489,Proveedor H,SKU00304,2026-02-03,2026-02-12,36,51575.92
OC00490,Proveedor G,SKU00765,2025-08-13,2025-09-11,21,11176.27
OC00491,Proveedor H,SKU00129,2024-09-26,2024-10-05,36,28258.83
OC00492,Proveedor G,SKU00574,2026-02-14,2026-03-18,21,3556.26
OC00493,Proveedor A,SKU00070,2022-09-15,2022-10-19,147,26960.75
OC00494,Proveedor E,SKU00469,2025-11-18,2025-12-27,193,28028.1
OC00495,Proveedor G,SKU00250,2026-02-27,2026-03-30,42,3421.24
OC00496,Proveedor D,SKU00258,2026-04-19,2026-05-12,153,13436.93
OC00497,Proveedor B,SKU00535,2025-06-02,2025-07-19,384,17264.14
OC00498,Proveedor H,SKU00255,2024-04-23,2024-05-09,36,12653.01
OC00499,Proveedor F,SKU00048,2023-05-19,2023-07-11,52,16751.13
OC00500,Proveedor I,SKU00371,2026-04-27,2026-05-26,182,39307.84
OC00501,Proveedor H,SKU00222,2023-10-29,2023-11-10,36,40593.32
OC00502,Proveedor I,SKU00683,2025-09-08,2025-10-07,546,3904.46
OC00503,Proveedor A,SKU00272,2024-03-12,2024-04-14,147,12065.16
OC00504,Proveedor E,SKU00213,2024-09-30,2024-11-10,193,26010.98
OC00505,Proveedor H,SKU00007,2025-02-25,2025-03-13,36,51514.44
OC00506,Proveedor A,SKU00642,2024-09-26,2024-10-30,147,24919.48
OC00507,Proveedor H,SKU00001,2025-12-27,2026-01-06,36,8682.99
OC00508,Proveedor B,SKU00552,2025-04-09,2025-05-26,192,14802.65
OC00509,Proveedor I,SKU00226,2024-10-30,2024-12-03,182,18244.41
OC00510,Proveedor J,SKU00275,2024-09-04,2024-10-28,155,19987.32
OC00511,Proveedor F,SKU00728,2025-08-23,2025-10-21,104,2260.26
OC00512,Proveedor G,SKU00426,2025-11-25,2025-12-27,63,40834.02
OC00513,Proveedor G,SKU00113,2025-01-30,2025-03-03,21,20501.31
OC00514,Proveedor I,SKU00427,2026-05-28,2026-07-01,182,9257.84
OC00515,Proveedor B,SKU00034,2024-12-18,2025-01-30,384,35686.53
OC00516,Proveedor D,SKU00788,2025-01-22,2025-02-18,153,44910.8
OC00517,Proveedor G,SKU00063,2026-02-21,2026-03-25,21,25968.76
OC00518,Proveedor F,SKU00126,2024-06-22,2024-08-15,52,16710.59
OC00519,Proveedor C,SKU00710,2024-09-10,2024-09-19,35,50194.02
OC00520,Proveedor B,SKU00383,2024-02-27,2024-04-14,192,28031.1
OC00521,Proveedor A,SKU00622,2026-07-16,2026-08-20,147,34841.99
OC00522,Proveedor H,SKU00269,2026-06-27,2026-07-10,36,16037.04
OC00523,Proveedor J,SKU00057,2023-11-15,2024-01-10,155,14928.12
OC00524,Proveedor I,SKU00593,2025-01-15,2025-02-14,182,38609.8
OC00525,Proveedor G,SKU00079,2024-08-19,2024-09-16,42,28518.04
OC00526,Proveedor G,SKU00343,2025-11-24,2025-12-27,21,5798.83
OC00527,Proveedor F,SKU00601,2025-12-22,2026-02-18,52,21520.67
OC00528,Proveedor A,SKU00327,2023-08-16,2023-09-18,294,17285.03
OC00529,Proveedor B,SKU00038,2025-10-02,2025-11-19,192,30054.9
OC00530,Proveedor C,SKU00341,2025-09-25,2025-10-08,35,39474.6
OC00531,Proveedor D,SKU00388,2026-07-05,2026-07-27,306,3035.11
OC00532,Proveedor E,SKU00008,2025-11-01,2025-12-11,386,9390.7
OC00533,Proveedor I,SKU00139,2026-06-01,2026-07-06,546,44598.04
OC00534,Proveedor H,SKU00746,2025-02-12,2025-02-21,36,13654.58
OC00535,Proveedor D,SKU00782,2026-02-08,2026-03-02,153,11051.15
OC00536,Proveedor I,SKU00136,2025-08-15,2025-09-20,182,33769.98
OC00537,Proveedor G,SKU00237,2025-05-14,2025-06-16,42,12470.25
OC00538,Proveedor F,SKU00495,2025-01-31,2025-03-26,52,31247.98
OC00539,Proveedor G,SKU00328,2026-06-02,2026-07-02,21,48118.09
OC00540,Proveedor C,SKU00494,2025-03-10,2025-03-19,70,44995.88
OC00541,Proveedor D,SKU00556,2026-04-26,2026-05-20,153,19795.93
OC00542,Proveedor B,SKU00714,2025-08-30,2025-10-13,576,7784.5
OC00543,Proveedor J,SKU00360,2022-05-24,2022-07-20,155,26200.76
OC00544,Proveedor B,SKU00236,2024-06-03,2024-07-18,192,14365.32
OC00545,Proveedor B,SKU00362,2024-11-19,2025-01-09,192,35295.7
OC00546,Proveedor F,SKU00242,2024-04-16,2024-06-15,104,38947.85
OC00547,Proveedor E,SKU00772,2025-04-20,2025-05-28,193,42594.95
OC00548,Proveedor F,SKU00750,2025-11-11,2026-01-06,52,19999.28
OC00549,Proveedor H,SKU00610,2026-07-22,2026-08-04,36,37159.78
OC00550,Proveedor I,SKU00065,2025-08-14,2025-09-15,182,54447.66
OC00551,Proveedor G,SKU00083,2025-02-24,2025-03-27,21,4439.55
OC00552,Proveedor F,SKU00358,2025-03-04,2025-04-29,104,24652.55
OC00553,Proveedor A,SKU00718,2025-03-28,2025-04-30,147,34325.84
OC00554,Proveedor J,SKU00330,2026-02-11,2026-04-04,155,10469.55
OC00555,Proveedor J,SKU00155,2023-02-18,2023-04-08,310,4301.22
OC00556,Proveedor H,SKU00326,2023-12-13,2023-12-24,36,9299.88
OC00557,Proveedor C,SKU00351,2023-09-12,2023-09-27,35,25411.68
OC00558,Proveedor D,SKU00723,2026-02-05,2026-03-04,153,44497.99
OC00559,Proveedor E,SKU00283,2025-07-26,2025-09-02,386,25239.64
OC00560,Proveedor J,SKU00659,2023-02-07,2023-03-31,155,21005.52
OC00561,Proveedor B,SKU00511,2026-06-18,2026-07-31,192,5454.77
OC00562,Proveedor B,SKU00535,2023-12-31,2024-02-17,192,15524.88
OC00563,Proveedor E,SKU00462,2025-06-30,2025-08-07,193,12414.46
OC00564,Proveedor H,SKU00248,2024-02-21,2024-03-06,36,8508.13
OC00565,Proveedor F,SKU00329,2024-09-16,2024-11-08,52,38650.7
OC00566,Proveedor E,SKU00289,2025-06-04,2025-07-08,193,47447.79
OC00567,Proveedor B,SKU00650,2023-08-01,2023-09-15,576,9611.09
OC00568,Proveedor D,SKU00631,2024-09-28,2024-10-20,153,21626.11
OC00569,Proveedor J,SKU00569,2025-01-06,2025-02-27,155,13802.14
OC00570,Proveedor D,SKU00344,2025-05-08,2025-06-05,153,38237.56
OC00571,Proveedor C,SKU00018,2025-04-02,2025-04-12,35,31192.72
OC00572,Proveedor G,SKU00422,2025-07-04,2025-08-05,63,16287.84
OC00573,Proveedor E,SKU00724,2023-04-20,2023-05-28,193,22534.15
OC00574,Proveedor B,SKU00565,2024-09-28,2024-11-16,192,7413.65
OC00575,Proveedor H,SKU00456,2025-09-01,2025-09-13,36,7355.52
OC00576,Proveedor H,SKU00789,2026-03-06,2026-03-19,36,13960.87
OC00577,Proveedor G,SKU00104,2026-03-11,2026-04-10,21,42154.93
OC00578,Proveedor F,SKU00478,2023-11-16,2024-01-14,52,51985.51
OC00579,Proveedor C,SKU00676,2025-09-22,2025-10-07,35,44462.37
OC00580,Proveedor J,SKU00028,2025-08-08,2025-09-28,155,27596.25
OC00581,Proveedor A,SKU00614,2025-04-14,2025-05-14,294,10691.83
OC00582,Proveedor G,SKU00313,2024-04-11,2024-05-13,21,3834.59
OC00583,Proveedor I,SKU00427,2024-06-07,2024-07-06,364,9349.06
OC00584,Proveedor J,SKU00524,2024-02-12,2024-04-03,155,7919.35
OC00585,Proveedor E,SKU00175,2025-01-04,2025-02-15,193,32730.7
OC00586,Proveedor D,SKU00209,2024-01-01,2024-01-25,153,10337.84
OC00587,Proveedor H,SKU00413,2025-03-07,2025-03-20,36,51816.09
OC00588,Proveedor G,SKU00019,2023-10-15,2023-11-16,21,49228.74
OC00589,Proveedor J,SKU00253,2024-08-05,2024-10-01,155,31462.3
OC00590,Proveedor H,SKU00185,2025-05-05,2025-05-17,36,26368.27
OC00591,Proveedor B,SKU00498,2025-06-25,2025-08-15,192,15911.37
OC00592,Proveedor D,SKU00747,2024-04-05,2024-05-01,306,30968.18
OC00593,Proveedor B,SKU00722,2024-01-28,2024-03-13,192,35094.7
OC00594,Proveedor E,SKU00780,2024-11-18,2024-12-28,193,43003.42
OC00595,Proveedor J,SKU00652,2026-05-14,2026-07-02,155,41104.73
OC00596,Proveedor E,SKU00169,2025-09-28,2025-11-09,386,5806.06
OC00597,Proveedor F,SKU00050,2025-09-10,2025-11-06,52,36878.85
OC00598,Proveedor A,SKU00738,2024-01-11,2024-02-12,147,31502.72
OC00599,Proveedor J,SKU00397,2024-11-21,2025-01-17,310,24384.36
OC00600,Proveedor B,SKU00439,2025-04-10,2025-05-31,192,22488.48
OC00601,Proveedor J,SKU00687,2026-04-08,2026-06-04,465,12368.55
OC00602,Proveedor I,SKU00635,2024-07-13,2024-08-18,182,28366.14
OC00603,Proveedor H,SKU00529,2025-07-20,2025-08-05,36,12456.45
OC00604,Proveedor J,SKU00146,2026-03-13,2026-05-03,310,35852.8
OC00605,Proveedor C,SKU00685,2025-07-25,2025-08-01,105,29804.18
OC00606,Proveedor H,SKU00411,2026-04-29,2026-05-11,72,29929.98
OC00607,Proveedor H,SKU00036,2023-11-06,2023-11-14,36,19321.66
OC00608,Proveedor A,SKU00787,2025-04-02,2025-05-02,147,33948.79
OC00609,Proveedor H,SKU00148,2026-07-25,2026-08-09,72,2480.09
OC00610,Proveedor F,SKU00298,2025-09-15,2025-11-08,52,20366.33
OC00611,Proveedor I,SKU00431,2026-01-25,2026-02-24,182,34588.92
OC00612,Proveedor J,SKU00570,2025-09-05,2025-11-01,155,22736.64
OC00613,Proveedor G,SKU00202,2026-01-20,2026-02-14,21,25024.98
OC00614,Proveedor F,SKU00329,2024-11-21,2025-01-21,104,40423.94
OC00615,Proveedor J,SKU00206,2026-07-09,2026-09-01,155,37759.92
OC00616,Proveedor A,SKU00633,2024-06-14,2024-07-15,147,6141.41
OC00617,Proveedor G,SKU00457,2026-01-12,2026-02-12,21,37943.54
OC00618,Proveedor I,SKU00090,2025-05-13,2025-06-18,182,4144.36
OC00619,Proveedor A,SKU00787,2025-05-29,2025-06-27,147,27444.0
OC00620,Proveedor G,SKU00088,2023-05-03,2023-06-05,21,42149.63
OC00621,Proveedor F,SKU00507,2025-05-08,2025-06-30,52,40078.43
OC00622,Proveedor B,SKU00386,2026-06-28,2026-08-12,384,13657.45
OC00623,Proveedor B,SKU00059,2025-09-29,2025-11-15,384,33883.7
OC00624,Proveedor I,SKU00740,2026-04-12,2026-05-17,182,38154.62
OC00625,Proveedor J,SKU00057,2023-09-06,2023-11-02,155,14641.51
OC00626,Proveedor J,SKU00700,2025-03-09,2025-04-30,155,19903.9
OC00627,Proveedor A,SKU00361,2023-03-18,2023-04-22,294,31099.49
OC00628,Proveedor B,SKU00481,2023-02-18,2023-04-09,576,29955.3
OC00629,Proveedor H,SKU00001,2025-04-21,2025-05-03,36,8213.43
OC00630,Proveedor C,SKU00375,2024-09-21,2024-10-01,105,21828.97
OC00631,Proveedor B,SKU00115,2024-09-04,2024-10-20,384,19058.79
OC00632,Proveedor E,SKU00008,2025-06-30,2025-08-10,193,9181.78
OC00633,Proveedor I,SKU00680,2025-12-15,2026-01-14,182,12613.07
OC00634,Proveedor F,SKU00554,2025-04-28,2025-06-22,104,28422.45
OC00635,Proveedor F,SKU00645,2025-12-05,2026-02-01,52,23647.93
OC00636,Proveedor I,SKU00314,2025-08-20,2025-09-25,182,21503.79
OC00637,Proveedor A,SKU00566,2026-03-22,2026-04-21,147,24507.42
OC00638,Proveedor G,SKU00079,2024-09-02,2024-10-05,21,26465.59
OC00639,Proveedor B,SKU00592,2024-10-26,2024-12-12,192,31448.98
OC00640,Proveedor G,SKU00373,2026-05-05,2026-06-02,21,41340.77
OC00641,Proveedor J,SKU00734,2023-09-29,2023-11-23,155,45361.82
OC00642,Proveedor C,SKU00665,2024-09-05,2024-09-20,35,23469.18
OC00643,Proveedor D,SKU00302,2025-12-18,2026-01-17,306,44623.24
OC00644,Proveedor G,SKU00584,2022-11-06,2022-12-08,21,5518.08
OC00645,Proveedor E,SKU00558,2025-09-30,2025-11-03,193,22080.65
OC00646,Proveedor H,SKU00165,2025-04-13,2025-04-21,36,14864.67
OC00647,Proveedor F,SKU00554,2025-06-14,2025-08-13,52,29361.03
OC00648,Proveedor G,SKU00641,2023-02-07,2023-03-09,21,43245.41
OC00649,Proveedor E,SKU00477,2023-04-22,2023-05-27,386,7236.22
OC00650,Proveedor G,SKU00160,2026-02-01,2026-03-04,21,24360.08
OC00651,Proveedor H,SKU00503,2023-12-27,2024-01-12,36,4071.0
OC00652,Proveedor H,SKU00216,2024-01-24,2024-02-04,36,29483.04
OC00653,Proveedor D,SKU00756,2022-11-02,2022-12-02,153,23253.56
OC00654,Proveedor E,SKU00589,2024-03-19,2024-04-26,193,25744.59
OC00655,Proveedor A,SKU00305,2026-04-04,2026-05-11,147,4469.55
OC00656,Proveedor B,SKU00643,2025-03-13,2025-04-30,576,49684.98
OC00657,Proveedor J,SKU00603,2025-03-14,2025-05-10,465,38125.58
OC00658,Proveedor F,SKU00694,2023-12-25,2024-02-16,52,22581.89
OC00659,Proveedor B,SKU00691,2026-06-03,2026-07-20,384,28752.59
OC00660,Proveedor E,SKU00026,2026-06-14,2026-07-25,579,28660.85
OC00661,Proveedor I,SKU00072,2023-12-03,2024-01-06,364,26529.07
OC00662,Proveedor A,SKU00346,2025-02-13,2025-03-20,147,29892.93
OC00663,Proveedor J,SKU00687,2025-11-24,2026-01-14,155,10973.07
OC00664,Proveedor G,SKU00104,2026-02-24,2026-03-27,21,48530.54
OC00665,Proveedor J,SKU00005,2024-03-15,2024-05-03,155,51970.38
OC00666,Proveedor D,SKU00747,2024-04-11,2024-05-05,153,29260.33
OC00667,Proveedor D,SKU00381,2025-08-22,2025-09-17,306,46937.5
OC00668,Proveedor C,SKU00717,2023-07-16,2023-07-31,35,18925.52
OC00669,Proveedor D,SKU00497,2024-06-10,2024-07-07,459,2853.14
OC00670,Proveedor G,SKU00473,2026-06-02,2026-07-05,21,25080.86
OC00671,Proveedor A,SKU00797,2025-12-13,2026-01-18,441,4116.1
OC00672,Proveedor E,SKU00664,2025-02-08,2025-03-15,193,50483.71
OC00673,Proveedor D,SKU00177,2026-05-21,2026-06-14,153,23683.4
OC00674,Proveedor I,SKU00587,2023-09-23,2023-10-27,182,19779.81
OC00675,Proveedor E,SKU00459,2025-01-02,2025-02-06,386,17882.8
OC00676,Proveedor J,SKU00111,2023-08-08,2023-09-28,155,44368.88
OC00677,Proveedor F,SKU00536,2025-08-12,2025-10-08,52,6516.86
OC00678,Proveedor B,SKU00096,2022-11-12,2022-12-27,192,7835.21
OC00679,Proveedor E,SKU00306,2024-04-03,2024-05-09,193,10092.28
OC00680,Proveedor E,SKU00688,2026-02-14,2026-03-20,193,47834.7
OC00681,Proveedor A,SKU00254,2024-11-19,2024-12-25,147,2038.49
OC00682,Proveedor G,SKU00186,2025-06-26,2025-07-22,21,43760.22
OC00683,Proveedor B,SKU00416,2024-05-14,2024-07-01,192,9002.94
OC00684,Proveedor G,SKU00102,2024-07-16,2024-08-13,21,36826.74
OC00685,Proveedor J,SKU00021,2023-01-11,2023-03-04,155,4216.31
OC00686,Proveedor J,SKU00659,2023-12-10,2024-01-29,310,22797.94
OC00687,Proveedor F,SKU00204,2023-03-27,2023-05-21,52,32314.41
OC00688,Proveedor E,SKU00484,2025-10-17,2025-11-20,193,33554.36
OC00689,Proveedor D,SKU00501,2022-11-11,2022-12-08,153,6458.71
OC00690,Proveedor B,SKU00355,2025-05-19,2025-07-02,192,18512.37
OC00691,Proveedor C,SKU00260,2023-09-25,2023-10-02,35,23888.98
OC00692,Proveedor C,SKU00676,2025-08-13,2025-08-24,35,39571.8
OC00693,Proveedor G,SKU00677,2026-02-01,2026-02-28,21,19521.88
OC00694,Proveedor I,SKU00318,2024-07-30,2024-09-02,182,41257.96
OC00695,Proveedor A,SKU00628,2024-07-23,2024-08-29,147,24648.15
OC00696,Proveedor I,SKU00618,2023-11-03,2023-12-03,364,41936.5
OC00697,Proveedor A,SKU00496,2024-09-26,2024-10-27,147,37241.04
OC00698,Proveedor G,SKU00500,2025-11-26,2025-12-27,21,11957.82
OC00699,Proveedor C,SKU00219,2024-07-14,2024-07-23,70,18669.75
